forecast_id,region_code,year_month,ingested_at,precipitation_mm,drought_risk_score,flood_risk_score,seasonal_baseline_mm,source
240,NG-SW,2023-12,2026-06-19 09:57:22+00,0.0,0.0,65.9,2.34,open_meteo_archive
241,NG-SW,2024-01,2026-06-19 09:57:22+00,0.0,0.0,29.97,1.9,open_meteo_archive
242,NG-SW,2024-02,2026-06-19 09:57:22+00,7.1,0.0,30.35,10.17,open_meteo_archive
243,NG-SW,2024-03,2026-06-19 09:57:22+00,27.6,1.93,52.7,33.51,open_meteo_archive
244,NG-SW,2024-04,2026-06-19 09:57:22+00,60.5,7.89,52.72,50.82,open_meteo_archive
245,NG-SW,2024-05,2026-06-19 09:57:22+00,56.7,12.12,54.5,61.38,open_meteo_archive
246,NG-SW,2024-06,2026-06-19 09:57:22+00,121.1,12.75,46.97,117.64,open_meteo_archive
247,NG-SW,2024-07,2026-06-19 09:57:22+00,99.9,10.67,60.17,113.43,open_meteo_archive
248,NG-SW,2024-08,2026-06-19 09:57:22+00,115.9,14.98,26.26,163.78,open_meteo_archive
249,NG-SW,2024-09,2026-06-19 09:57:22+00,125.6,15.78,32.39,158.05,open_meteo_archive
250,NG-SW,2024-10,2026-06-19 09:57:22+00,181.0,4.64,90.55,85.06,open_meteo_archive
251,NG-SW,2024-11,2026-06-19 09:57:22+00,1.4,0.16,62.39,12.05,open_meteo_archive
252,NG-SW,2024-12,2026-06-19 09:57:22+00,0.0,0.0,34.27,2.24,open_meteo_archive
253,NG-SW,2025-01,2026-06-19 09:57:22+00,1.4,0.0,40.24,1.9,open_meteo_archive
254,NG-SW,2025-02,2026-06-19 09:57:22+00,2.7,0.0,65.88,9.47,open_meteo_archive
255,NG-SW,2025-03,2026-06-19 09:57:22+00,34.8,0.79,46.9,32.78,open_meteo_archive
256,NG-SW,2025-04,2026-06-19 09:57:22+00,53.6,3.13,64.03,50.55,open_meteo_archive
257,NG-SW,2025-05,2026-06-19 09:57:22+00,54.0,9.72,49.52,60.27,open_meteo_archive
258,NG-SW,2025-06,2026-06-19 09:57:22+00,75.5,12.65,30.13,115.96,open_meteo_archive
259,NG-SW,2025-07,2026-06-19 09:57:22+00,146.8,5.84,57.48,114.16,open_meteo_archive
260,NG-SW,2025-08,2026-06-19 09:57:22+00,122.8,8.23,50.26,161.36,open_meteo_archive
261,NG-SW,2025-09,2026-06-19 09:57:22+00,237.4,11.47,57.87,160.1,open_meteo_archive
262,NG-SW,2025-10,2026-06-19 09:57:22+00,65.4,8.43,55.63,88.03,open_meteo_archive
263,NG-SW,2025-11,2026-06-19 09:57:22+00,13.4,0.23,47.29,13.11,open_meteo_archive
264,NG-SW,2025-12,2026-06-19 09:57:22+00,9.0,0.0,85.65,2.34,open_meteo_archive
265,NG-SW,2026-01,2026-06-19 09:57:22+00,0.5,0.0,82.72,1.9,open_meteo_archive
266,NG-SW,2026-02,2026-06-19 09:57:22+00,23.6,0.0,88.61,9.47,open_meteo_archive
267,NG-SW,2026-03,2026-06-19 09:57:22+00,30.3,2.03,41.21,32.78,open_meteo_archive
268,NG-SW,2026-04,2026-06-19 09:57:22+00,57.1,5.96,60.91,50.55,open_meteo_archive
269,NG-SW,2026-05,2026-06-19 09:57:22+00,73.7,4.55,63.55,60.27,open_meteo_archive
270,NG-SW,2026-06,2026-06-19 09:57:22+00,61.7,0.85,55.11,53.8,open_meteo_forecast
1027,RW-EP,2022-01,2026-06-19 10:02:15+00,48.1,13.74,15.77,64.96,open_meteo_archive
1028,RW-EP,2022-02,2026-06-19 10:02:15+00,88.6,5.67,66.65,63.57,open_meteo_archive
1029,RW-EP,2022-03,2026-06-19 10:02:15+00,54.5,12.33,35.22,79.92,open_meteo_archive
1030,RW-EP,2022-04,2026-06-19 10:02:15+00,64.7,20.8,22.2,95.91,open_meteo_archive
1031,RW-EP,2022-05,2026-06-19 10:02:15+00,23.3,12.26,14.54,69.71,open_meteo_archive
1032,RW-EP,2022-06,2026-06-19 10:02:15+00,2.2,0.0,37.58,14.71,open_meteo_archive
1033,RW-EP,2022-07,2026-06-19 10:02:15+00,7.3,0.0,12.97,10.53,open_meteo_archive
1034,RW-EP,2022-08,2026-06-19 10:02:15+00,71.8,0.09,79.44,30.81,open_meteo_archive
1035,RW-EP,2022-09,2026-06-19 10:02:15+00,64.9,4.45,80.93,52.88,open_meteo_archive
1036,RW-EP,2022-10,2026-06-19 10:02:15+00,43.4,16.48,31.93,73.88,open_meteo_archive
1037,RW-EP,2022-11,2026-06-19 10:02:15+00,151.9,9.89,70.37,103.08,open_meteo_archive
1038,RW-EP,2022-12,2026-06-19 10:02:15+00,121.1,11.57,63.5,88.31,open_meteo_archive
1039,RW-EP,2023-01,2026-06-19 10:02:15+00,24.4,14.53,45.17,64.96,open_meteo_archive
1040,RW-EP,2023-02,2026-06-19 10:02:15+00,44.2,15.44,18.84,63.57,open_meteo_archive
1041,RW-EP,2023-03,2026-06-19 10:02:15+00,111.8,7.78,73.78,79.92,open_meteo_archive
1042,RW-EP,2023-04,2026-06-19 10:02:15+00,109.1,7.59,62.74,95.91,open_meteo_archive
1043,RW-EP,2023-05,2026-06-19 10:02:15+00,45.8,8.98,51.34,69.71,open_meteo_archive
1044,RW-EP,2023-06,2026-06-19 10:02:15+00,9.3,0.0,37.39,14.71,open_meteo_archive
1045,RW-EP,2023-07,2026-06-19 10:02:15+00,0.0,0.0,47.55,10.53,open_meteo_archive
1046,RW-EP,2023-08,2026-06-19 10:02:15+00,4.1,0.52,15.19,30.81,open_meteo_archive
1047,RW-EP,2023-09,2026-06-19 10:02:15+00,81.7,4.0,65.87,52.88,open_meteo_archive
1048,RW-EP,2023-10,2026-06-19 10:02:15+00,54.9,10.81,43.77,73.88,open_meteo_archive
1049,RW-EP,2023-11,2026-06-19 10:02:15+00,114.0,10.84,59.87,103.08,open_meteo_archive
1050,RW-EP,2023-12,2026-06-19 10:02:15+00,95.1,7.76,53.87,88.31,open_meteo_archive
1051,RW-EP,2024-01,2026-06-19 10:02:15+00,60.4,3.7,64.79,64.96,open_meteo_archive
1052,RW-EP,2024-02,2026-06-19 10:02:15+00,45.8,10.34,33.93,65.97,open_meteo_archive
1053,RW-EP,2024-03,2026-06-19 10:02:15+00,54.2,13.08,24.02,80.3,open_meteo_archive
1054,RW-EP,2024-04,2026-06-19 10:02:15+00,99.4,14.42,53.91,96.48,open_meteo_archive
1055,RW-EP,2024-05,2026-06-19 10:02:15+00,56.3,9.13,47.62,67.27,open_meteo_archive
1056,RW-EP,2024-06,2026-06-19 10:02:15+00,0.9,0.0,35.55,14.18,open_meteo_archive
1057,RW-EP,2024-07,2026-06-19 10:02:15+00,6.6,0.0,46.24,10.77,open_meteo_archive
1058,RW-EP,2024-08,2026-06-19 10:02:15+00,10.8,0.31,32.61,31.47,open_meteo_archive
1059,RW-EP,2024-09,2026-06-19 10:02:15+00,44.4,9.82,31.31,53.72,open_meteo_archive
1060,RW-EP,2024-10,2026-06-19 10:02:15+00,80.4,10.34,63.81,74.55,open_meteo_archive
1061,RW-EP,2024-11,2026-06-19 10:02:15+00,188.2,8.24,70.09,103.71,open_meteo_archive
1062,RW-EP,2024-12,2026-06-19 10:02:15+00,86.4,12.59,76.68,84.88,open_meteo_archive
1063,RW-EP,2025-01,2026-06-19 10:02:15+00,46.5,11.24,34.38,64.96,open_meteo_archive
1064,RW-EP,2025-02,2026-06-19 10:02:15+00,38.6,12.22,37.19,63.57,open_meteo_archive
1065,RW-EP,2025-03,2026-06-19 10:02:15+00,90.6,6.94,44.78,79.92,open_meteo_archive
1066,RW-EP,2025-04,2026-06-19 10:02:15+00,99.6,12.52,69.23,95.91,open_meteo_archive
1067,RW-EP,2025-05,2026-06-19 10:02:15+00,126.9,3.05,74.58,69.71,open_meteo_archive
1068,RW-EP,2025-06,2026-06-19 10:02:15+00,51.5,0.0,87.99,14.71,open_meteo_archive
1069,RW-EP,2025-07,2026-06-19 10:02:15+00,12.8,0.0,85.93,10.53,open_meteo_archive
1070,RW-EP,2025-08,2026-06-19 10:02:15+00,41.1,0.44,67.01,30.81,open_meteo_archive
1071,RW-EP,2025-09,2026-06-19 10:02:15+00,23.3,7.85,24.92,52.88,open_meteo_archive
1072,RW-EP,2025-10,2026-06-19 10:02:15+00,90.4,7.95,60.89,73.88,open_meteo_archive
1073,RW-EP,2025-11,2026-06-19 10:02:15+00,80.1,10.41,45.08,103.08,open_meteo_archive
1074,RW-EP,2025-12,2026-06-19 10:02:15+00,87.4,11.08,50.32,88.31,open_meteo_archive
1075,RW-EP,2026-01,2026-06-19 10:02:15+00,74.8,8.86,42.38,64.96,open_meteo_archive
1076,RW-EP,2026-02,2026-06-19 10:02:15+00,114.4,3.48,91.19,63.57,open_meteo_archive
1077,RW-EP,2026-03,2026-06-19 10:02:15+00,117.8,7.1,85.8,79.92,open_meteo_archive
1078,RW-EP,2026-04,2026-06-19 10:02:15+00,77.6,15.6,27.67,95.91,open_meteo_archive
1079,RW-EP,2026-05,2026-06-19 10:02:15+00,81.7,5.56,66.82,69.71,open_meteo_archive
1080,RW-EP,2026-06,2026-06-19 10:02:15+00,0.1,0.0,80.97,4.08,open_meteo_forecast
1081,RW-KG,2022-01,2026-06-19 10:02:28+00,81.5,17.86,11.53,102.35,open_meteo_archive
1082,RW-KG,2022-02,2026-06-19 10:02:28+00,156.8,7.3,86.16,89.53,open_meteo_archive
1083,RW-KG,2022-03,2026-06-19 10:02:28+00,96.9,16.51,48.8,111.56,open_meteo_archive
1084,RW-KG,2022-04,2026-06-19 10:02:28+00,87.4,19.27,30.86,122.57,open_meteo_archive
1085,RW-KG,2022-05,2026-06-19 10:02:28+00,52.6,10.91,28.55,75.8,open_meteo_archive
1086,RW-KG,2022-06,2026-06-19 10:02:28+00,2.8,0.0,53.83,16.21,open_meteo_archive
1087,RW-KG,2022-07,2026-06-19 10:02:28+00,4.1,0.0,17.09,8.06,open_meteo_archive
1088,RW-KG,2022-08,2026-06-19 10:02:28+00,81.6,0.0,73.57,34.13,open_meteo_archive
1089,RW-KG,2022-09,2026-06-19 10:02:28+00,64.9,3.25,81.31,58.96,open_meteo_archive
1090,RW-KG,2022-10,2026-06-19 10:02:28+00,39.4,18.49,22.62,90.48,open_meteo_archive
1091,RW-KG,2022-11,2026-06-19 10:02:28+00,119.5,11.54,47.03,114.7,open_meteo_archive
1092,RW-KG,2022-12,2026-06-19 10:02:28+00,166.0,11.07,68.91,116.33,open_meteo_archive
1093,RW-KG,2023-01,2026-06-19 10:02:28+00,50.9,19.99,47.65,102.35,open_meteo_archive
1094,RW-KG,2023-02,2026-06-19 10:02:28+00,50.8,20.2,10.31,89.53,open_meteo_archive
1095,RW-KG,2023-03,2026-06-19 10:02:28+00,137.4,8.78,62.69,111.56,open_meteo_archive
1096,RW-KG,2023-04,2026-06-19 10:02:28+00,104.0,11.98,51.17,122.57,open_meteo_archive
1097,RW-KG,2023-05,2026-06-19 10:02:28+00,51.4,10.36,35.52,75.8,open_meteo_archive
1098,RW-KG,2023-06,2026-06-19 10:02:28+00,10.1,0.0,39.92,16.21,open_meteo_archive
1099,RW-KG,2023-07,2026-06-19 10:02:28+00,0.0,0.0,47.08,8.06,open_meteo_archive
1100,RW-KG,2023-08,2026-06-19 10:02:28+00,11.5,0.0,25.35,34.13,open_meteo_archive
1101,RW-KG,2023-09,2026-06-19 10:02:28+00,68.5,4.12,57.12,58.96,open_meteo_archive
1102,RW-KG,2023-10,2026-06-19 10:02:28+00,55.4,11.5,24.18,90.48,open_meteo_archive
1103,RW-KG,2023-11,2026-06-19 10:02:28+00,130.7,9.6,68.17,114.7,open_meteo_archive
1104,RW-KG,2023-12,2026-06-19 10:02:28+00,111.6,8.04,48.6,116.33,open_meteo_archive
1105,RW-KG,2024-01,2026-06-19 10:02:28+00,135.3,7.47,67.77,102.35,open_meteo_archive
1106,RW-KG,2024-02,2026-06-19 10:02:28+00,65.7,13.26,39.3,92.89,open_meteo_archive
1107,RW-KG,2024-03,2026-06-19 10:02:28+00,57.2,19.73,25.6,111.95,open_meteo_archive
1108,RW-KG,2024-04,2026-06-19 10:02:28+00,100.9,18.59,30.05,122.86,open_meteo_archive
1109,RW-KG,2024-05,2026-06-19 10:02:28+00,39.7,11.95,30.01,72.57,open_meteo_archive
1110,RW-KG,2024-06,2026-06-19 10:02:28+00,0.7,0.0,16.59,15.81,open_meteo_archive
1111,RW-KG,2024-07,2026-06-19 10:02:28+00,5.7,0.0,49.84,8.19,open_meteo_archive
1112,RW-KG,2024-08,2026-06-19 10:02:28+00,6.4,0.0,26.89,35.17,open_meteo_archive
1113,RW-KG,2024-09,2026-06-19 10:02:28+00,57.2,7.48,33.23,59.72,open_meteo_archive
1114,RW-KG,2024-10,2026-06-19 10:02:28+00,106.6,10.05,66.8,91.58,open_meteo_archive
1115,RW-KG,2024-11,2026-06-19 10:02:28+00,198.0,5.66,59.63,115.03,open_meteo_archive
1116,RW-KG,2024-12,2026-06-19 10:02:28+00,119.1,13.57,77.33,112.55,open_meteo_archive
1117,RW-KG,2025-01,2026-06-19 10:02:28+00,81.6,11.65,32.05,102.35,open_meteo_archive
1118,RW-KG,2025-02,2026-06-19 10:02:28+00,49.7,14.86,37.96,89.53,open_meteo_archive
1119,RW-KG,2025-03,2026-06-19 10:02:28+00,153.8,6.42,52.36,111.56,open_meteo_archive
1120,RW-KG,2025-04,2026-06-19 10:02:28+00,142.9,8.24,84.68,122.57,open_meteo_archive
1121,RW-KG,2025-05,2026-06-19 10:02:28+00,133.9,0.93,77.53,75.8,open_meteo_archive
1122,RW-KG,2025-06,2026-06-19 10:02:28+00,54.3,0.0,84.68,16.21,open_meteo_archive
1123,RW-KG,2025-07,2026-06-19 10:02:28+00,6.3,0.0,86.01,8.06,open_meteo_archive
1124,RW-KG,2025-08,2026-06-19 10:02:28+00,49.1,0.0,70.43,34.13,open_meteo_archive
1125,RW-KG,2025-09,2026-06-19 10:02:28+00,44.1,4.65,43.44,58.96,open_meteo_archive
1126,RW-KG,2025-10,2026-06-19 10:02:28+00,134.9,6.83,71.65,90.48,open_meteo_archive
1127,RW-KG,2025-11,2026-06-19 10:02:28+00,93.4,14.79,55.01,114.7,open_meteo_archive
1128,RW-KG,2025-12,2026-06-19 10:02:28+00,108.8,12.87,29.54,116.33,open_meteo_archive
1129,RW-KG,2026-01,2026-06-19 10:02:28+00,78.3,10.75,49.1,102.35,open_meteo_archive
1130,RW-KG,2026-02,2026-06-19 10:02:28+00,155.1,3.23,77.46,89.53,open_meteo_archive
1131,RW-KG,2026-03,2026-06-19 10:02:28+00,162.2,4.97,86.7,111.56,open_meteo_archive
1132,RW-KG,2026-04,2026-06-19 10:02:28+00,145.2,13.58,56.61,122.57,open_meteo_archive
1133,RW-KG,2026-05,2026-06-19 10:02:28+00,90.3,7.93,75.16,75.8,open_meteo_archive
1134,RW-KG,2026-06,2026-06-19 10:02:28+00,0.0,0.0,80.92,4.72,open_meteo_forecast
865,UG-CR,2022-01,2026-06-19 10:01:00+00,32.4,15.03,13.67,58.68,open_meteo_archive
866,UG-CR,2022-02,2026-06-19 10:01:00+00,77.8,9.52,40.92,79.05,open_meteo_archive
867,UG-CR,2022-03,2026-06-19 10:01:00+00,96.8,14.96,33.54,126.07,open_meteo_archive
868,UG-CR,2022-04,2026-06-19 10:01:00+00,139.3,19.98,30.83,174.4,open_meteo_archive
869,UG-CR,2022-05,2026-06-19 10:01:00+00,118.6,11.04,47.28,117.8,open_meteo_archive
870,UG-CR,2022-06,2026-06-19 10:01:00+00,53.2,13.52,46.68,73.39,open_meteo_archive
871,UG-CR,2022-07,2026-06-19 10:01:00+00,27.8,12.06,14.36,58.34,open_meteo_archive
872,UG-CR,2022-08,2026-06-19 10:01:00+00,95.5,13.21,56.0,87.02,open_meteo_archive
873,UG-CR,2022-09,2026-06-19 10:01:00+00,122.5,16.79,77.42,99.68,open_meteo_archive
874,UG-CR,2022-10,2026-06-19 10:01:00+00,109.0,20.32,29.78,139.62,open_meteo_archive
875,UG-CR,2022-11,2026-06-19 10:01:00+00,187.6,4.3,58.8,151.65,open_meteo_archive
876,UG-CR,2022-12,2026-06-19 10:01:00+00,92.9,8.99,57.26,107.63,open_meteo_archive
877,UG-CR,2023-01,2026-06-19 10:01:00+00,29.4,11.9,23.54,58.68,open_meteo_archive
878,UG-CR,2023-02,2026-06-19 10:01:00+00,34.8,14.72,10.91,79.05,open_meteo_archive
879,UG-CR,2023-03,2026-06-19 10:01:00+00,197.5,7.34,71.19,126.07,open_meteo_archive
880,UG-CR,2023-04,2026-06-19 10:01:00+00,217.1,10.46,65.02,174.4,open_meteo_archive
881,UG-CR,2023-05,2026-06-19 10:01:00+00,74.3,18.89,47.41,117.8,open_meteo_archive
882,UG-CR,2023-06,2026-06-19 10:01:00+00,123.8,10.47,62.38,73.39,open_meteo_archive
883,UG-CR,2023-07,2026-06-19 10:01:00+00,22.2,11.89,51.09,58.34,open_meteo_archive
884,UG-CR,2023-08,2026-06-19 10:01:00+00,73.3,9.36,39.48,87.02,open_meteo_archive
885,UG-CR,2023-09,2026-06-19 10:01:00+00,75.2,18.79,20.99,99.68,open_meteo_archive
886,UG-CR,2023-10,2026-06-19 10:01:00+00,137.6,12.64,48.74,139.62,open_meteo_archive
887,UG-CR,2023-11,2026-06-19 10:01:00+00,295.9,2.27,84.71,151.65,open_meteo_archive
888,UG-CR,2023-12,2026-06-19 10:01:00+00,100.7,9.6,68.04,107.63,open_meteo_archive
889,UG-CR,2024-01,2026-06-19 10:01:00+00,40.8,9.07,47.08,58.68,open_meteo_archive
890,UG-CR,2024-02,2026-06-19 10:01:00+00,109.2,8.41,63.35,82.11,open_meteo_archive
891,UG-CR,2024-03,2026-06-19 10:01:00+00,102.2,13.84,47.4,128.48,open_meteo_archive
892,UG-CR,2024-04,2026-06-19 10:01:00+00,249.5,7.79,84.95,174.15,open_meteo_archive
893,UG-CR,2024-05,2026-06-19 10:01:00+00,109.7,15.21,55.09,115.25,open_meteo_archive
894,UG-CR,2024-06,2026-06-19 10:01:00+00,39.1,20.56,25.74,73.1,open_meteo_archive
895,UG-CR,2024-07,2026-06-19 10:01:00+00,95.2,8.34,60.52,57.96,open_meteo_archive
896,UG-CR,2024-08,2026-06-19 10:01:00+00,63.4,14.62,44.66,88.19,open_meteo_archive
897,UG-CR,2024-09,2026-06-19 10:01:00+00,77.9,14.71,31.36,100.09,open_meteo_archive
898,UG-CR,2024-10,2026-06-19 10:01:00+00,168.3,10.99,62.41,140.83,open_meteo_archive
899,UG-CR,2024-11,2026-06-19 10:01:00+00,216.5,10.41,56.09,151.55,open_meteo_archive
900,UG-CR,2024-12,2026-06-19 10:01:00+00,103.9,15.77,70.33,102.92,open_meteo_archive
901,UG-CR,2025-01,2026-06-19 10:01:00+00,40.8,10.07,46.95,58.68,open_meteo_archive
902,UG-CR,2025-02,2026-06-19 10:01:00+00,36.8,14.63,32.91,79.05,open_meteo_archive
903,UG-CR,2025-03,2026-06-19 10:01:00+00,125.1,10.84,29.97,126.07,open_meteo_archive
904,UG-CR,2025-04,2026-06-19 10:01:00+00,176.4,13.37,64.73,174.4,open_meteo_archive
905,UG-CR,2025-05,2026-06-19 10:01:00+00,160.1,7.57,64.32,117.8,open_meteo_archive
906,UG-CR,2025-06,2026-06-19 10:01:00+00,77.1,9.04,71.05,73.39,open_meteo_archive
907,UG-CR,2025-07,2026-06-19 10:01:00+00,77.6,12.62,70.55,58.34,open_meteo_archive
908,UG-CR,2025-08,2026-06-19 10:01:00+00,102.0,15.21,57.27,87.02,open_meteo_archive
909,UG-CR,2025-09,2026-06-19 10:01:00+00,106.9,15.51,46.15,99.68,open_meteo_archive
910,UG-CR,2025-10,2026-06-19 10:01:00+00,164.6,12.03,72.38,139.62,open_meteo_archive
911,UG-CR,2025-11,2026-06-19 10:01:00+00,58.0,20.77,31.16,151.65,open_meteo_archive
912,UG-CR,2025-12,2026-06-19 10:01:00+00,82.5,13.45,25.76,107.63,open_meteo_archive
913,UG-CR,2026-01,2026-06-19 10:01:00+00,61.4,9.41,52.89,58.68,open_meteo_archive
914,UG-CR,2026-02,2026-06-19 10:01:00+00,144.7,4.13,88.25,79.05,open_meteo_archive
915,UG-CR,2026-03,2026-06-19 10:01:00+00,165.1,8.21,77.47,126.07,open_meteo_archive
916,UG-CR,2026-04,2026-06-19 10:01:00+00,116.4,18.44,27.4,174.4,open_meteo_archive
917,UG-CR,2026-05,2026-06-19 10:01:00+00,92.5,14.36,20.22,117.8,open_meteo_archive
918,UG-CR,2026-06,2026-06-19 10:01:00+00,18.2,6.84,53.66,27.07,open_meteo_forecast
919,UG-ER,2022-01,2026-06-19 10:01:32+00,57.3,0.62,46.85,41.09,open_meteo_archive
920,UG-ER,2022-02,2026-06-19 10:01:32+00,20.7,1.09,53.21,39.22,open_meteo_archive
921,UG-ER,2022-03,2026-06-19 10:01:32+00,71.5,8.67,20.57,120.41,open_meteo_archive
922,UG-ER,2022-04,2026-06-19 10:01:32+00,255.2,16.42,52.22,226.5,open_meteo_archive
923,UG-ER,2022-05,2026-06-19 10:01:32+00,197.8,11.86,58.98,186.06,open_meteo_archive
924,UG-ER,2022-06,2026-06-19 10:01:32+00,73.3,16.1,50.71,96.29,open_meteo_archive
925,UG-ER,2022-07,2026-06-19 10:01:32+00,149.6,7.91,44.95,120.54,open_meteo_archive
926,UG-ER,2022-08,2026-06-19 10:01:32+00,175.7,8.16,71.82,152.13,open_meteo_archive
927,UG-ER,2022-09,2026-06-19 10:01:32+00,112.3,10.44,43.23,155.56,open_meteo_archive
928,UG-ER,2022-10,2026-06-19 10:01:32+00,68.5,15.5,20.19,129.47,open_meteo_archive
929,UG-ER,2022-11,2026-06-19 10:01:32+00,247.1,2.81,66.39,117.07,open_meteo_archive
930,UG-ER,2022-12,2026-06-19 10:01:32+00,98.5,1.93,83.71,66.5,open_meteo_archive
931,UG-ER,2023-01,2026-06-19 10:01:32+00,6.3,1.0,36.67,41.09,open_meteo_archive
932,UG-ER,2023-02,2026-06-19 10:01:32+00,2.7,1.27,8.14,39.22,open_meteo_archive
933,UG-ER,2023-03,2026-06-19 10:01:32+00,127.4,4.79,51.84,120.41,open_meteo_archive
934,UG-ER,2023-04,2026-06-19 10:01:32+00,193.6,16.61,35.36,226.5,open_meteo_archive
935,UG-ER,2023-05,2026-06-19 10:01:32+00,52.3,23.77,20.11,186.06,open_meteo_archive
936,UG-ER,2023-06,2026-06-19 10:01:32+00,122.8,9.42,42.51,96.29,open_meteo_archive
937,UG-ER,2023-07,2026-06-19 10:01:32+00,46.7,24.63,35.8,120.54,open_meteo_archive
938,UG-ER,2023-08,2026-06-19 10:01:32+00,53.9,23.08,14.78,152.13,open_meteo_archive
939,UG-ER,2023-09,2026-06-19 10:01:32+00,186.1,12.78,55.98,155.56,open_meteo_archive
940,UG-ER,2023-10,2026-06-19 10:01:32+00,122.3,12.55,52.8,129.47,open_meteo_archive
941,UG-ER,2023-11,2026-06-19 10:01:32+00,110.7,4.5,54.92,117.07,open_meteo_archive
942,UG-ER,2023-12,2026-06-19 10:01:32+00,87.5,2.94,53.9,66.5,open_meteo_archive
943,UG-ER,2024-01,2026-06-19 10:01:32+00,64.1,0.16,84.24,41.09,open_meteo_archive
944,UG-ER,2024-02,2026-06-19 10:01:32+00,49.9,0.71,74.71,41.25,open_meteo_archive
945,UG-ER,2024-03,2026-06-19 10:01:32+00,70.7,7.36,43.36,124.75,open_meteo_archive
946,UG-ER,2024-04,2026-06-19 10:01:32+00,199.0,13.16,46.49,228.31,open_meteo_archive
947,UG-ER,2024-05,2026-06-19 10:01:32+00,149.2,18.72,33.4,181.35,open_meteo_archive
948,UG-ER,2024-06,2026-06-19 10:01:32+00,72.4,11.66,26.93,96.64,open_meteo_archive
949,UG-ER,2024-07,2026-06-19 10:01:32+00,153.1,8.37,55.98,121.17,open_meteo_archive
950,UG-ER,2024-08,2026-06-19 10:01:32+00,130.2,11.76,50.7,153.03,open_meteo_archive
951,UG-ER,2024-09,2026-06-19 10:01:32+00,98.2,15.69,38.49,154.55,open_meteo_archive
952,UG-ER,2024-10,2026-06-19 10:01:32+00,177.0,8.05,64.29,129.21,open_meteo_archive
953,UG-ER,2024-11,2026-06-19 10:01:32+00,199.7,5.74,64.09,116.12,open_meteo_archive
954,UG-ER,2024-12,2026-06-19 10:01:32+00,23.4,5.91,59.54,63.38,open_meteo_archive
955,UG-ER,2025-01,2026-06-19 10:01:32+00,10.8,1.28,19.01,41.09,open_meteo_archive
956,UG-ER,2025-02,2026-06-19 10:01:32+00,5.0,1.79,25.02,39.22,open_meteo_archive
957,UG-ER,2025-03,2026-06-19 10:01:32+00,143.9,3.02,45.23,120.41,open_meteo_archive
958,UG-ER,2025-04,2026-06-19 10:01:32+00,267.1,6.13,72.9,226.5,open_meteo_archive
959,UG-ER,2025-05,2026-06-19 10:01:32+00,255.9,6.04,71.91,186.06,open_meteo_archive
960,UG-ER,2025-06,2026-06-19 10:01:32+00,100.7,9.12,66.96,96.29,open_meteo_archive
961,UG-ER,2025-07,2026-06-19 10:01:32+00,128.3,9.27,62.43,120.54,open_meteo_archive
962,UG-ER,2025-08,2026-06-19 10:01:32+00,159.0,5.29,51.2,152.13,open_meteo_archive
963,UG-ER,2025-09,2026-06-19 10:01:32+00,95.0,15.53,35.87,155.56,open_meteo_archive
964,UG-ER,2025-10,2026-06-19 10:01:32+00,172.2,8.98,35.46,129.47,open_meteo_archive
965,UG-ER,2025-11,2026-06-19 10:01:32+00,51.2,13.64,58.09,117.07,open_meteo_archive
966,UG-ER,2025-12,2026-06-19 10:01:32+00,77.9,4.59,37.64,66.5,open_meteo_archive
967,UG-ER,2026-01,2026-06-19 10:01:32+00,18.2,1.1,53.67,41.09,open_meteo_archive
968,UG-ER,2026-02,2026-06-19 10:01:32+00,125.1,0.05,83.07,39.22,open_meteo_archive
969,UG-ER,2026-03,2026-06-19 10:01:32+00,231.5,2.11,89.94,120.41,open_meteo_archive
970,UG-ER,2026-04,2026-06-19 10:01:32+00,160.5,11.48,40.95,226.5,open_meteo_archive
971,UG-ER,2026-05,2026-06-19 10:01:32+00,189.4,6.66,54.39,186.06,open_meteo_archive
972,UG-ER,2026-06,2026-06-19 10:01:32+00,25.5,12.35,44.35,40.38,open_meteo_forecast
811,UG-NR,2022-01,2026-06-19 10:00:44+00,20.1,0.0,52.74,7.79,open_meteo_archive
812,UG-NR,2022-02,2026-06-19 10:00:44+00,1.0,0.0,55.63,17.0,open_meteo_archive
813,UG-NR,2022-03,2026-06-19 10:00:44+00,68.3,3.07,33.52,85.89,open_meteo_archive
814,UG-NR,2022-04,2026-06-19 10:00:44+00,133.1,14.08,41.4,145.0,open_meteo_archive
815,UG-NR,2022-05,2026-06-19 10:00:44+00,129.3,15.49,50.74,125.08,open_meteo_archive
816,UG-NR,2022-06,2026-06-19 10:00:44+00,97.0,17.01,64.53,101.54,open_meteo_archive
817,UG-NR,2022-07,2026-06-19 10:00:44+00,109.9,12.35,29.01,120.01,open_meteo_archive
818,UG-NR,2022-08,2026-06-19 10:00:44+00,171.0,8.09,56.96,160.07,open_meteo_archive
819,UG-NR,2022-09,2026-06-19 10:00:44+00,160.3,11.09,66.65,154.42,open_meteo_archive
820,UG-NR,2022-10,2026-06-19 10:00:44+00,152.4,15.15,54.92,149.05,open_meteo_archive
821,UG-NR,2022-11,2026-06-19 10:00:44+00,63.9,4.36,41.61,69.79,open_meteo_archive
822,UG-NR,2022-12,2026-06-19 10:00:44+00,17.7,0.43,60.57,21.63,open_meteo_archive
823,UG-NR,2023-01,2026-06-19 10:00:44+00,0.1,0.0,23.9,7.79,open_meteo_archive
